VCHTYPE,DATE,PARTYLEDGERNAME, INVOICE NUMBER,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,Jun-2023,Rock Valley - STAAH,Rb/ST/23-24/525,Monthly Fees C M,3000,STAAH
Sales,Jun-2023,Rock Valley - STAAH,Rb/ST/23-24/525,Monthly Fees  B E,2000,STAAH
Sales,Jun-2023,Salcete Beach Resort - STAAH,Rb/ST/23-24/526,Monthly Fees C M,4500,STAAH
Sales,Jun-2023,Sandalwood Hotel & Retreat - STAAH,Rb/ST/23-24/527,Monthly Fees C M,3500,STAAH
Sales,Jun-2023,Sanskruti Quality Resort - STAAH,Rb/ST/23-24/528,Monthly CM (1),4500,STAAH
Sales,Jun-2023,Santiago Beach Resort (Era) - STAAH,Rb/ST/23-24/529,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jun-2023,Sea Mist Resorts - STAAH,Rb/ST/23-24/530,Monthly Fees C M,4250,STAAH
Sales,Jun-2023,Sea Mist Resorts - STAAH,Rb/ST/23-24/530,Monthly Fees  B E,2500,STAAH
Sales,Jun-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/531,Monthly Fees C M,5500,STAAH
Sales,Jun-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/531,Monthly Fees  B E,2000,STAAH
Sales,Jun-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/531,Monthly Google Listing,2200,STAAH
Sales,Jun-2023,Sea Shell Villas - STAAH,Rb/ST/23-24/532,Monthly Fees C M,5250,STAAH
Sales,Jun-2023,Sea Shell Villas - STAAH,Rb/ST/23-24/532,Monthly Fees  B E,2750,STAAH
Sales,Jun-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/533,Monthly Fees C M,5000,STAAH
Sales,Jun-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/533,Monthly Fees  B E,2000,STAAH
Sales,Jun-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/533,Monthly Google Listing,2500,STAAH
Sales,Jun-2023,Sibaya Beach Resort - STAAH,Rb/ST/23-24/534,Monthly Fees C M,4000,STAAH
Sales,Jun-2023,Sibaya Beach Resort - STAAH,Rb/ST/23-24/534,Monthly Fees  B E,1000,STAAH
Sales,Jun-2023,Silver Sands Hideaway - STAAH,Rb/ST/23-24/535,Monthly Fees C M,4000,STAAH
Sales,Jun-2023,Silver Sands Hideaway - STAAH,Rb/ST/23-24/535,Monthly Fees  B E,2250,STAAH
Sales,Jun-2023,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/536,Monthly Fees C M,4000,STAAH
Sales,Jun-2023,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/536,Monthly Fees  B E,2250,STAAH
Sales,Jun-2023,Silver Sands Serenity - STAAH,Rb/ST/23-24/537,Monthly Fees C M,4000,STAAH
Sales,Jun-2023,Silver Sands Serenity - STAAH,Rb/ST/23-24/537,Monthly Fees  B E,2250,STAAH
