VCHTYPE,DATE,VCHSTATUSDATE,NARRATION,ENTEREDBY,CMPGSTIN,VOUCHERTYPENAME,PARTYLEDGERNAME,VOUCHERNUMBER,CMPGSTREGISTRATIONTYPE,CMPGSTSTATE,NUMBERINGSTYLE,VCHSTATUSVOUCHERTYPE,VCHSTATUSTAXUNIT,VCHENTRYMODE,EFFECTIVEDATE,ALTERID,MASTERID,VOUCHERKEY,VOUCHERRETAINKEY,LEDGERNAME,GSTCLASS,AMOUNT,VATEXPAMOUNT,LEDGERNAME,GSTCLASS,AMOUNT,VATEXPAMOUNT
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Ginger Tree Anjuna - STAAH New,Rb/ST/23-24/254,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115163, 68072,193471096816072,67125,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Golden Tulip - STAAH,Rb/ST/23-24/255,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115164, 68073,193471096816080,67129,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Goveia Holiday Homes - STAAH New,Rb/ST/23-24/256,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115165, 68074,193471096816088,67133,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Graciano Cottages - STAAH,Rb/ST/23-24/257,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115166, 68075,193471096816096,67137,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Grandeur De Sanchi - STAAH,Rb/ST/23-24/258,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115167, 68076,193471096816104,67141,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Granpa's Inn - STAAH,Rb/ST/23-24/259,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115168, 68077,193471096816112,67145,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Hospedaria Abrige De Botelho - STAAH,Rb/ST/23-24/260,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115169, 68078,193471096816120,67149,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel Avisha Residency (C) - STAAH,Rb/ST/23-24/261,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115170, 68079,193471096816128,67153,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel Calangute Towers - STAAH,Rb/ST/23-24/262,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115171, 68080,193471096816136,67157,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel Goan Heritage - STAAH,Rb/ST/23-24/263,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115172, 68081,193471096816144,67161,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Iora Baga Beach - STAAH,Rb/ST/23-24/264,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115173, 68082,193471096816152,67165,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel La Capitol - STAAH,Rb/ST/23-24/265,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115174, 68083,193471096816160,67169,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel Mayura - STAAH,Rb/ST/23-24/266,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115175, 68084,193471096816168,67173,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel Park Plaza - STAAH,Rb/ST/23-24/267,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115176, 68085,193471096816176,67177,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel Reemz - STAAH,Rb/ST/23-24/268,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115177, 68086,193471096816184,67181,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel Rezo's - STAAH,Rb/ST/23-24/269,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115178, 68087,193471096816192,67185,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,I Love Bell Bottoms Pvt Ltd - STAAH,Rb/ST/23-24/270,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115179, 68088,193471096816200,67189,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Dempo River Sal Resort & Spa - STAAH,Rb/ST/23-24/271,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115180, 68089,193471096816208,67193,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/272,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115181, 68090,193471096816216,67197,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Jolan's Guest House - STAAH,Rb/ST/23-24/273,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115182, 68091,193471096816224,67201,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Kalki Resorts,Rb/ST/23-24/274,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115183, 68092,193471096816232,67205,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Kamat's Hilltop Leisure - STAAH,Rb/ST/23-24/275,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115184, 68093,193471096816240,67209,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Royal Haathi Mahal - STAAH,Rb/ST/23-24/276,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115185, 68094,193471096816248,67213,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Koko Maya by Stonewoods - STAAH,Rb/ST/23-24/277,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115186, 68095,193471096816256,67217,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,La Grace Resort - STAAH,Rb/ST/23-24/278,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115187, 68096,193471096816264,67221,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/279,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115188, 68097,193471096816272,67225,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,La Sunila (C) - STAAH,Rb/ST/23-24/280,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115189, 68098,193471096816280,67229,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Lario's Beach Holidays - STAAH,Rb/ST/23-24/281,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115190, 68099,193471096816288,67233,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Mansionhaus - STAAH,Rb/ST/23-24/282,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115191, 68100,193471096816296,67237,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Maravilha Boutique Resort - STAAH New,Rb/ST/23-24/283,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115192, 68101,193471096816304,67241,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Marbela Resort - STAAH (C),Rb/ST/23-24/284,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115193, 68102,193471096816312,67245,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Marina Bay - STAAH New,Rb/ST/23-24/285,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115279, 68120,193471096816320,67249,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Marquis Beach Resort - STAAH,Rb/ST/23-24/286,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115280, 68121,193471096816328,67253,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Mateus Boutique Hotel - STAAH,Rb/ST/23-24/287,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115281, 68122,193471096816336,67257,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Mi Casa by the Sea - STAAH,Rb/ST/23-24/288,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115282, 68123,193471096816344,67261,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Naga Cottages - STAAH,Rb/ST/23-24/289,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115283, 68124,193471096816352,67265,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Nanu Beach Resort - STAAH,Rb/ST/23-24/290,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115284, 68125,193471096816360,67269,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Nanu Resort Arambol - STAAH,Rb/ST/23-24/291,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115285, 68126,193471096816368,67273,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Nanutel - STAAH,Rb/ST/23-24/292,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115286, 68127,193471096816376,67277,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Nazri Resort - STAAH,Rb/ST/23-24/293,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115287, 68128,193471096816384,67281,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Neelam's The Grand - STAAH,Rb/ST/23-24/294,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115288, 68129,193471096816392,67285,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/295,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115289, 68130,193471096816400,67289,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Nirvana Hill Resort - STAAH,Rb/ST/23-24/296,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115290, 68131,193471096816408,67293,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Pescador - Absolute Waterfront - STAAH,Rb/ST/23-24/297,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115291, 68132,193471096816416,67297,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,O Pierre - STAAH New,Rb/ST/23-24/298,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115292, 68133,193471096816424,67301,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Ocean Suite (C) - STAAH,Rb/ST/23-24/299,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115293, 68134,193471096816432,67305,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Oxel House - STAAH New,Rb/ST/23-24/300,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115294, 68135,193471096816440,67309,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Phoenix Park Inn Resort - STAAH,Rb/ST/23-24/301,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115295, 68136,193471096816448,67313,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Pinto Rosario Square - Resort & Spa - STAAH,Rb/ST/23-24/302,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115296, 68137,193471096816456,67317,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Prainha Resort By The Sea - STAAH,Rb/ST/23-24/303,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115297, 68138,193471096816464,67321,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Okean De Goa (DeSol) - STAAH,Rb/ST/23-24/304,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115298, 68139,193471096816472,67325,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Radisson Goa Candolim - STAAH,Rb/ST/23-24/305,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115299, 68140,193471096816480,67329,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Rendezvous Beach Resort - STAAH (C),Rb/ST/23-24/306,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115300, 68141,193471096816488,67333,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Resort De Alturas - STAAH,Rb/ST/23-24/307,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115301, 68142,193471096816496,67337,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Martins Siesta - STAAH,Rb/ST/23-24/308,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115302, 68143,193471096816504,67341,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Resort Rio - STAAH,Rb/ST/23-24/309,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115303, 68144,193471096816512,67345,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Resort The Lohias - STAAH,Rb/ST/23-24/310,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115304, 68145,193471096816520,67349,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Rio Boutique - STAAH,Rb/ST/23-24/311,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115305, 68146,193471096816528,67353,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Riva Beach Resort - STAAH,Rb/ST/23-24/312,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115306, 68147,193471096816536,67357,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Riva Gold Coast - STAAH,Rb/ST/23-24/313,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115307, 68148,193471096816544,67361,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Rivasa Resort - STAAH,Rb/ST/23-24/314,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115308, 68149,193471096816552,67365,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Rock Valley - STAAH,Rb/ST/23-24/315,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115309, 68150,193471096816560,67369,,,0,0,,,0,0
Sales,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time),May 2023,chelsea,30AAECR9843B1ZN,Sales,Salcete Beach Resort - STAAH,Rb/ST/23-24/316,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Mon May 01 2023 05:30:00 GMT+0530 (India Standard Time), 115310, 68151,193471096816568,67373,,,0,0,,,0,0
